company,period,account_code,account_name,category,amount
alphatech_saas,2023-01,6230,Developer Tools & Licenses,Operating Expense,-48847.853918843284
alphatech_saas,2023-01,6300,General & Administrative Salaries,Operating Expense,-227509.7633723103
alphatech_saas,2023-01,6310,Rent & Facilities,Operating Expense,-136717.75045737927
alphatech_saas,2023-01,6320,IT & Corporate Systems,Operating Expense,-112307.21311159224
alphatech_saas,2023-01,6330,Professional Fees,Operating Expense,-81927.10925261604
alphatech_saas,2023-01,6340,Travel & Entertainment,Operating Expense,-53840.917247223326
alphatech_saas,2023-01,6350,Recruiting & HR,Operating Expense,-106677.51816600801
alphatech_saas,2023-02,4100,Subscription Revenue - SMB,Revenue,913540.7212920099
alphatech_saas,2023-02,4110,Subscription Revenue - Mid-Market,Revenue,1179953.0450404615
alphatech_saas,2023-02,4120,Subscription Revenue - Enterprise,Revenue,1011707.1164477996
alphatech_saas,2023-02,4130,Implementation Services,Revenue,334986.8382421388
alphatech_saas,2023-02,4140,Training & Certification,Revenue,199660.91369584537
alphatech_saas,2023-02,4150,Professional Services - Time & Materials,Revenue,195461.35667510756
alphatech_saas,2023-02,4160,Marketplace Revenue,Revenue,149229.72585463536
alphatech_saas,2023-02,4170,Usage-based Overage Revenue,Revenue,170274.74773766936
alphatech_saas,2023-02,4180,Usage-based Overage Revenue - Other,Revenue,79983.13115173818
alphatech_saas,2023-02,4190,Usage-based Overage Revenue - Other - Other,Revenue,39522.19016056556
alphatech_saas,2023-02,4200,Usage-based Overage Revenue - Other - Other - Other,Revenue,21365.113726121734
alphatech_saas,2023-02,4210,Usage-based Overage Revenue - Other - Other - Other - Other,Revenue,9634.500129846423
alphatech_saas,2023-02,5100,Cloud Infrastructure,COGS,-484481.4400717515
alphatech_saas,2023-02,5110,Customer Support Payroll,COGS,-377572.5017739624
alphatech_saas,2023-02,5120,Third-Party Support Tools,COGS,-88187.2780937597
alphatech_saas,2023-02,5130,Payment Processing Fees,COGS,-119136.04538786138
alphatech_saas,2023-02,5140,Customer Onboarding Services,COGS,-167209.48428736004
alphatech_saas,2023-02,5150,Implementation Contractors,COGS,-124346.54694972113
alphatech_saas,2023-02,5160,Implementation Contractors - Other,COGS,-64265.6044442516
alphatech_saas,2023-02,5170,Implementation Contractors - Other - Other,COGS,-30402.86360534365
alphatech_saas,2023-02,5180,Implementation Contractors - Other - Other - Other,COGS,-17469.23007368352
alphatech_saas,2023-02,5190,Implementation Contractors - Other - Other - Other - Other,COGS,-7130.366634183977
alphatech_saas,2023-02,5200,Implementation Contractors - Other - Other - Other - Other - Other,COGS,-3662.6770857950974
alphatech_saas,2023-02,5210,Implementation Contractors - Other - Other - Other - Other - Other - Other,COGS,-1862.8965086833323
alphatech_saas,2023-02,5220,Implementation Contractors - Other - Other - Other - Other - Other - Other - Other,COGS,-1328.7701252316106
alphatech_saas,2023-02,6100,Sales Salaries,Operating Expense,-264646.0830476372
alphatech_saas,2023-02,6110,Sales Commissions,Operating Expense,-184028.9005348231
alphatech_saas,2023-02,6120,Marketing Programs,Operating Expense,-151064.33554986437
alphatech_saas,2023-02,6130,Digital Advertising,Operating Expense,-122406.85498305995
alphatech_saas,2023-02,6140,Partner Marketing Funds,Operating Expense,-69819.60500430116
alphatech_saas,2023-02,6200,Engineering Salaries,Operating Expense,-314091.2167943548
alphatech_saas,2023-02,6210,Product Management,Operating Expense,-104355.35941185738
alphatech_saas,2023-02,6220,QA & Testing,Operating Expense,-74659.98894457548
alphatech_saas,2023-02,6230,Developer Tools & Licenses,Operating Expense,-49233.26192385394
alphatech_saas,2023-02,6300,General & Administrative Salaries,Operating Expense,-232057.36691103922
alphatech_saas,2023-02,6310,Rent & Facilities,Operating Expense,-133050.57509147868
alphatech_saas,2023-02,6320,IT & Corporate Systems,Operating Expense,-101907.44957371999
alphatech_saas,2023-02,6330,Professional Fees,Operating Expense,-76647.14376049716
alphatech_saas,2023-02,6340,Travel & Entertainment,Operating Expense,-53757.69850769411
alphatech_saas,2023-02,6350,Recruiting & HR,Operating Expense,-101497.12780523096
alphatech_saas,2023-03,4100,Subscription Revenue - SMB,Revenue,928323.6740298748
alphatech_saas,2023-03,4110,Subscription Revenue - Mid-Market,Revenue,1167346.130739939
alphatech_saas,2023-03,4120,Subscription Revenue - Enterprise,Revenue,940807.7144756768
alphatech_saas,2023-03,4130,Implementation Services,Revenue,330387.86460085807
alphatech_saas,2023-03,4140,Training & Certification,Revenue,207314.30765327715
alphatech_saas,2023-03,4150,Professional Services - Time & Materials,Revenue,202467.55839187643
alphatech_saas,2023-03,4160,Marketplace Revenue,Revenue,167382.18797809078
alphatech_saas,2023-03,4170,Usage-based Overage Revenue,Revenue,172152.01682894246
alphatech_saas,2023-03,4180,Usage-based Overage Revenue - Other,Revenue,92328.5055018427
alphatech_saas,2023-03,4190,Usage-based Overage Revenue - Other - Other,Revenue,42553.97964261952
alphatech_saas,2023-03,4200,Usage-based Overage Revenue - Other - Other - Other,Revenue,21364.496321401675
alphatech_saas,2023-03,4210,Usage-based Overage Revenue - Other - Other - Other - Other,Revenue,10507.179267081056
alphatech_saas,2023-03,5100,Cloud Infrastructure,COGS,-442740.9237352429
alphatech_saas,2023-03,5110,Customer Support Payroll,COGS,-391260.1207492736
alphatech_saas,2023-03,5120,Third-Party Support Tools,COGS,-98239.83711777149
alphatech_saas,2023-03,5130,Payment Processing Fees,COGS,-141438.82133634482
alphatech_saas,2023-03,5140,Customer Onboarding Services,COGS,-166290.57696825778
alphatech_saas,2023-03,5150,Implementation Contractors,COGS,-127827.80477657335
alphatech_saas,2023-03,5160,Implementation Contractors - Other,COGS,-62855.281993416174
alphatech_saas,2023-03,5170,Implementation Contractors - Other - Other,COGS,-29642.648746192448
alphatech_saas,2023-03,5180,Implementation Contractors - Other - Other - Other,COGS,-16640.60737333461
alphatech_saas,2023-03,5190,Implementation Contractors - Other - Other - Other - Other,COGS,-8166.477410897101
alphatech_saas,2023-03,5200,Implementation Contractors - Other - Other - Other - Other - Other,COGS,-4090.931974320857
alphatech_saas,2023-03,5210,Implementation Contractors - Other - Other - Other - Other - Other - Other,COGS,-1878.1751062062708
alphatech_saas,2023-03,5220,Implementation Contractors - Other - Other - Other - Other - Other - Other - Other,COGS,-1399.212501404009
alphatech_saas,2023-03,6100,Sales Salaries,Operating Expense,-261306.255038189
alphatech_saas,2023-03,6110,Sales Commissions,Operating Expense,-202473.49259568244
alphatech_saas,2023-03,6120,Marketing Programs,Operating Expense,-187067.16061094488
alphatech_saas,2023-03,6130,Digital Advertising,Operating Expense,-133542.63856944806
alphatech_saas,2023-03,6140,Partner Marketing Funds,Operating Expense,-81913.76430444488
alphatech_saas,2023-03,6200,Engineering Salaries,Operating Expense,-367123.3108505619
alphatech_saas,2023-03,6210,Product Management,Operating Expense,-109571.41552709082
alphatech_saas,2023-03,6220,QA & Testing,Operating Expense,-77764.62694826158
alphatech_saas,2023-03,6230,Developer Tools & Licenses,Operating Expense,-56393.150228551174
alphatech_saas,2023-03,6300,General & Administrative Salaries,Operating Expense,-239469.24293874545
alphatech_saas,2023-03,6310,Rent & Facilities,Operating Expense,-143828.2321345554
alphatech_saas,2023-03,6320,IT & Corporate Systems,Operating Expense,-107233.76426672185
alphatech_saas,2023-03,6330,Professional Fees,Operating Expense,-90833.75998395249
alphatech_saas,2023-03,6340,Travel & Entertainment,Operating Expense,-53999.5257931403
alphatech_saas,2023-03,6350,Recruiting & HR,Operating Expense,-110590.97180978175
alphatech_saas,2023-04,4100,Subscription Revenue - SMB,Revenue,953141.282761829
alphatech_saas,2023-04,4110,Subscription Revenue - Mid-Market,Revenue,1220402.6551340083
alphatech_saas,2023-04,4120,Subscription Revenue - Enterprise,Revenue,980837.0579602733
alphatech_saas,2023-04,4130,Implementation Services,Revenue,373288.37991633057
alphatech_saas,2023-04,4140,Training & Certification,Revenue,234501.66533624954
alphatech_saas,2023-04,4150,Professional Services - Time & Materials,Revenue,210648.50465796527
alphatech_saas,2023-04,4160,Marketplace Revenue,Revenue,181596.545882992
alphatech_saas,2023-04,4170,Usage-based Overage Revenue,Revenue,186876.21922201387
alphatech_saas,2023-04,4180,Usage-based Overage Revenue - Other,Revenue,89074.79069251423
alphatech_saas,2023-04,4190,Usage-based Overage Revenue - Other - Other,Revenue,45905.059157341726
alphatech_saas,2023-04,4200,Usage-based Overage Revenue - Other - Other - Other,Revenue,22212.04656849394
alphatech_saas,2023-04,4210,Usage-based Overage Revenue - Other - Other - Other - Other,Revenue,10339.914426694739
alphatech_saas,2023-04,5100,Cloud Infrastructure,COGS,-529500.9710181283
alphatech_saas,2023-04,5110,Customer Support Payroll,COGS,-429150.18482541014
alphatech_saas,2023-04,5120,Third-Party Support Tools,COGS,-104316.18845756416
alphatech_saas,2023-04,5130,Payment Processing Fees,COGS,-123195.55301339159
alphatech_saas,2023-04,5140,Customer Onboarding Services,COGS,-166014.28191918976
alphatech_saas,2023-04,5150,Implementation Contractors,COGS,-122057.54729062103
alphatech_saas,2023-04,5160,Implementation Contractors - Other,COGS,-67175.14581071686
alphatech_saas,2023-04,5170,Implementation Contractors - Other - Other,COGS,-34393.5658322587
alphatech_saas,2023-04,5180,Implementation Contractors - Other - Other - Other,COGS,-16514.435930493044
alphatech_saas,2023-04,5190,Implementation Contractors - Other - Other - Other - Other,COGS,-8465.84656122499
alphatech_saas,2023-04,5200,Implementation Contractors - Other - Other - Other - Other - Other,COGS,-3867.4181524477526
alphatech_saas,2023-04,5210,Implementation Contractors - Other - Other - Other - Other - Other - Other,COGS,-2036.1439013142042
alphatech_saas,2023-04,5220,Implementation Contractors - Other - Other - Other - Other - Other - Other - Other,COGS,-1437.4411605241194
alphatech_saas,2023-04,6100,Sales Salaries,Operating Expense,-251547.79142757028
alphatech_saas,2023-04,6110,Sales Commissions,Operating Expense,-191197.57817367144
alphatech_saas,2023-04,6120,Marketing Programs,Operating Expense,-155105.9813002521
alphatech_saas,2023-04,6130,Digital Advertising,Operating Expense,-138732.8988390162
alphatech_saas,2023-04,6140,Partner Marketing Funds,Operating Expense,-80604.6323694849
alphatech_saas,2023-04,6200,Engineering Salaries,Operating Expense,-386641.7212996084
alphatech_saas,2023-04,6210,Product Management,Operating Expense,-105148.42273363774
alphatech_saas,2023-04,6220,QA & Testing,Operating Expense,-72973.6481907942
alphatech_saas,2023-04,6230,Developer Tools & Licenses,Operating Expense,-52238.534462203475
alphatech_saas,2023-04,6300,General & Administrative Salaries,Operating Expense,-224141.41325750836
alphatech_saas,2023-04,6310,Rent & Facilities,Operating Expense,-137214.04023006608
alphatech_saas,2023-04,6320,IT & Corporate Systems,Operating Expense,-104877.43571823402
alphatech_saas,2023-04,6330,Professional Fees,Operating Expense,-77954.57303208446
alphatech_saas,2023-04,6340,Travel & Entertainment,Operating Expense,-52004.09393243041
alphatech_saas,2023-04,6350,Recruiting & HR,Operating Expense,-108531.87928096557
alphatech_saas,2023-05,4100,Subscription Revenue - SMB,Revenue,952219.4626037013
alphatech_saas,2023-05,4110,Subscription Revenue - Mid-Market,Revenue,1124392.8875834683
alphatech_saas,2023-05,4120,Subscription Revenue - Enterprise,Revenue,1036682.3937994039
alphatech_saas,2023-05,4130,Implementation Services,Revenue,349194.6344878214
alphatech_saas,2023-05,4140,Training & Certification,Revenue,204658.77140391944
alphatech_saas,2023-05,4150,Professional Services - Time & Materials,Revenue,215767.20332721074
alphatech_saas,2023-05,4160,Marketplace Revenue,Revenue,171795.67851328087
alphatech_saas,2023-05,4170,Usage-based Overage Revenue,Revenue,161507.75265640276
alphatech_saas,2023-05,4180,Usage-based Overage Revenue - Other,Revenue,87180.76328979101
alphatech_saas,2023-05,4190,Usage-based Overage Revenue - Other - Other,Revenue,44025.04204206995
alphatech_saas,2023-05,4200,Usage-based Overage Revenue - Other - Other - Other,Revenue,22571.6634539299
alphatech_saas,2023-05,4210,Usage-based Overage Revenue - Other - Other - Other - Other,Revenue,11270.174531734876
alphatech_saas,2023-05,5100,Cloud Infrastructure,COGS,-459447.55852079776
alphatech_saas,2023-05,5110,Customer Support Payroll,COGS,-376239.46942226554
alphatech_saas,2023-05,5120,Third-Party Support Tools,COGS,-101228.8209540083
alphatech_saas,2023-05,5130,Payment Processing Fees,COGS,-130143.41532299573
alphatech_saas,2023-05,5140,Customer Onboarding Services,COGS,-173535.22668764222
alphatech_saas,2023-05,5150,Implementation Contractors,COGS,-151326.3299326829
alphatech_saas,2023-05,5160,Implementation Contractors - Other,COGS,-65252.84883305424
alphatech_saas,2023-05,5170,Implementation Contractors - Other - Other,COGS,-33522.0264043233
alphatech_saas,2023-05,5180,Implementation Contractors - Other - Other - Other,COGS,-16617.02866983346
alphatech_saas,2023-05,5190,Implementation Contractors - Other - Other - Other - Other,COGS,-8188.525618356349
alphatech_saas,2023-05,5200,Implementation Contractors - Other - Other - Other - Other - Other,COGS,-3902.6165384987703
alphatech_saas,2023-05,5210,Implementation Contractors - Other - Other - Other - Other - Other - Other,COGS,-2057.7953950430797
alphatech_saas,2023-05,5220,Implementation Contractors - Other - Other - Other - Other - Other - Other - Other,COGS,-1409.8206459729422
alphatech_saas,2023-05,6100,Sales Salaries,Operating Expense,-284358.4742926936
alphatech_saas,2023-05,6110,Sales Commissions,Operating Expense,-196547.63553735643
alphatech_saas,2023-05,6120,Marketing Programs,Operating Expense,-173366.3516288307
alphatech_saas,2023-05,6130,Digital Advertising,Operating Expense,-160534.93964655098
alphatech_saas,2023-05,6140,Partner Marketing Funds,Operating Expense,-78269.73859098046
alphatech_saas,2023-05,6200,Engineering Salaries,Operating Expense,-386932.0050430484
alphatech_saas,2023-05,6210,Product Management,Operating Expense,-105824.6636958545
alphatech_saas,2023-05,6220,QA & Testing,Operating Expense,-84292.67864365695
alphatech_saas,2023-05,6230,Developer Tools & Licenses,Operating Expense,-60686.80640893957
alphatech_saas,2023-05,6300,General & Administrative Salaries,Operating Expense,-259821.69299733423
alphatech_saas,2023-05,6310,Rent & Facilities,Operating Expense,-136129.49044125061
alphatech_saas,2023-05,6320,IT & Corporate Systems,Operating Expense,-110989.55588806118
alphatech_saas,2023-05,6330,Professional Fees,Operating Expense,-89263.24281290767
alphatech_saas,2023-05,6340,Travel & Entertainment,Operating Expense,-55451.43199113892
alphatech_saas,2023-05,6350,Recruiting & HR,Operating Expense,-116352.1440347754
alphatech_saas,2023-06,4100,Subscription Revenue - SMB,Revenue,1028411.8895611347
alphatech_saas,2023-06,4110,Subscription Revenue - Mid-Market,Revenue,1204627.807553231
alphatech_saas,2023-06,4120,Subscription Revenue - Enterprise,Revenue,1042349.4937618681
alphatech_saas,2023-06,4130,Implementation Services,Revenue,325691.3123968037
alphatech_saas,2023-06,4140,Training & Certification,Revenue,213521.38106083535
alphatech_saas,2023-06,4150,Professional Services - Time & Materials,Revenue,240540.22997799653
alphatech_saas,2023-06,4160,Marketplace Revenue,Revenue,174704.35659740327
alphatech_saas,2023-06,4170,Usage-based Overage Revenue,Revenue,174850.05067374257
alphatech_saas,2023-06,4180,Usage-based Overage Revenue - Other,Revenue,90248.32238435504
alphatech_saas,2023-06,4190,Usage-based Overage Revenue - Other - Other,Revenue,40837.795690417974
alphatech_saas,2023-06,4200,Usage-based Overage Revenue - Other - Other - Other,Revenue,23259.02197092534
alphatech_saas,2023-06,4210,Usage-based Overage Revenue - Other - Other - Other - Other,Revenue,11807.75389082172
alphatech_saas,2023-06,5100,Cloud Infrastructure,COGS,-519089.4706519868
alphatech_saas,2023-06,5110,Customer Support Payroll,COGS,-441235.7037384646
alphatech_saas,2023-06,5120,Third-Party Support Tools,COGS,-95135.73231343512
alphatech_saas,2023-06,5130,Payment Processing Fees,COGS,-143085.83506063413
alphatech_saas,2023-06,5140,Customer Onboarding Services,COGS,-168296.0281938817
alphatech_saas,2023-06,5150,Implementation Contractors,COGS,-122624.66432766087
alphatech_saas,2023-06,5160,Implementation Contractors - Other,COGS,-64726.8372375037
alphatech_saas,2023-06,5170,Implementation Contractors - Other - Other,COGS,-35817.78652287959
alphatech_saas,2023-06,5180,Implementation Contractors - Other - Other - Other,COGS,-16360.167569000241
alphatech_saas,2023-06,5190,Implementation Contractors - Other - Other - Other - Other,COGS,-7806.2383894635195
alphatech_saas,2023-06,5200,Implementation Contractors - Other - Other - Other - Other - Other,COGS,-3828.945588797937
alphatech_saas,2023-06,5210,Implementation Contractors - Other - Other - Other - Other - Other - Other,COGS,-2036.2519237638817
alphatech_saas,2023-06,5220,Implementation Contractors - Other - Other - Other - Other - Other - Other - Other,COGS,-1455.652166971015
alphatech_saas,2023-06,6100,Sales Salaries,Operating Expense,-288083.35691917606
alphatech_saas,2023-06,6110,Sales Commissions,Operating Expense,-232320.01466315237
alphatech_saas,2023-06,6120,Marketing Programs,Operating Expense,-197099.70373493657
alphatech_saas,2023-06,6130,Digital Advertising,Operating Expense,-153067.72117073994
alphatech_saas,2023-06,6140,Partner Marketing Funds,Operating Expense,-90281.9502930271
alphatech_saas,2023-06,6200,Engineering Salaries,Operating Expense,-401719.6161193338
alphatech_saas,2023-06,6210,Product Management,Operating Expense,-137714.48916088187
alphatech_saas,2023-06,6220,QA & Testing,Operating Expense,-94305.79351901327
alphatech_saas,2023-06,6230,Developer Tools & Licenses,Operating Expense,-64425.77203835467
alphatech_saas,2023-06,6300,General & Administrative Salaries,Operating Expense,-274495.2502320332
alphatech_saas,2023-06,6310,Rent & Facilities,Operating Expense,-154525.93677653937
alphatech_saas,2023-06,6320,IT & Corporate Systems,Operating Expense,-127233.48193187777
alphatech_saas,2023-06,6330,Professional Fees,Operating Expense,-93016.88906027096
alphatech_saas,2023-06,6340,Travel & Entertainment,Operating Expense,-55776.665114779666
alphatech_saas,2023-06,6350,Recruiting & HR,Operating Expense,-131136.53136093193
alphatech_saas,2023-07,4100,Subscription Revenue - SMB,Revenue,1029118.929417749
alphatech_saas,2023-07,4110,Subscription Revenue - Mid-Market,Revenue,1251425.4994532142
alphatech_saas,2023-07,4120,Subscription Revenue - Enterprise,Revenue,1095599.7798985
alphatech_saas,2023-07,4130,Implementation Services,Revenue,359943.34229443903
alphatech_saas,2023-07,4140,Training & Certification,Revenue,223853.27254979088
alphatech_saas,2023-07,4150,Professional Services - Time & Materials,Revenue,240448.1668083924
alphatech_saas,2023-07,4160,Marketplace Revenue,Revenue,187813.9269042345
alphatech_saas,2023-07,4170,Usage-based Overage Revenue,Revenue,178127.31284255156
alphatech_saas,2023-07,4180,Usage-based Overage Revenue - Other,Revenue,96409.90660046866
alphatech_saas,2023-07,4190,Usage-based Overage Revenue - Other - Other,Revenue,46838.811790287196
alphatech_saas,2023-07,4200,Usage-based Overage Revenue - Other - Other - Other,Revenue,24002.446277982872
alphatech_saas,2023-07,4210,Usage-based Overage Revenue - Other - Other - Other - Other,Revenue,11895.566193291535
alphatech_saas,2023-07,5100,Cloud Infrastructure,COGS,-514560.1604311707
alphatech_saas,2023-07,5110,Customer Support Payroll,COGS,-417420.21843541454
alphatech_saas,2023-07,5120,Third-Party Support Tools,COGS,-111373.72017843602
alphatech_saas,2023-07,5130,Payment Processing Fees,COGS,-142249.75824141517
alphatech_saas,2023-07,5140,Customer Onboarding Services,COGS,-183857.0830469436
alphatech_saas,2023-07,5150,Implementation Contractors,COGS,-138846.84844980828
alphatech_saas,2023-07,5160,Implementation Contractors - Other,COGS,-73427.66404454243
alphatech_saas,2023-07,5170,Implementation Contractors - Other - Other,COGS,-33488.533226574276
alphatech_saas,2023-07,5180,Implementation Contractors - Other - Other - Other,COGS,-17726.632257161815
alphatech_saas,2023-07,5190,Implementation Contractors - Other - Other - Other - Other,COGS,-8540.097996276105
alphatech_saas,2023-07,5200,Implementation Contractors - Other - Other - Other - Other - Other,COGS,-4266.708382198289
alphatech_saas,2023-07,5210,Implementation Contractors - Other - Other - Other - Other - Other - Other,COGS,-2275.3229531209176
alphatech_saas,2023-07,5220,Implementation Contractors - Other - Other - Other - Other - Other - Other - Other,COGS,-1533.745244742032
alphatech_saas,2023-07,6100,Sales Salaries,Operating Expense,-330091.90332128346
alphatech_saas,2023-07,6110,Sales Commissions,Operating Expense,-236526.00265561667
alphatech_saas,2023-07,6120,Marketing Programs,Operating Expense,-190513.89352585445
alphatech_saas,2023-07,6130,Digital Advertising,Operating Expense,-164002.74004936733
alphatech_saas,2023-07,6140,Partner Marketing Funds,Operating Expense,-93680.81072154961
alphatech_saas,2023-07,6200,Engineering Salaries,Operating Expense,-419030.51112722105
alphatech_saas,2023-07,6210,Product Management,Operating Expense,-126050.41653447352
alphatech_saas,2023-07,6220,QA & Testing,Operating Expense,-95618.50593880875
alphatech_saas,2023-07,6230,Developer Tools & Licenses,Operating Expense,-65325.78791967238
alphatech_saas,2023-07,6300,General & Administrative Salaries,Operating Expense,-273792.1253572522
alphatech_saas,2023-07,6310,Rent & Facilities,Operating Expense,-175187.13307553434
alphatech_saas,2023-07,6320,IT & Corporate Systems,Operating Expense,-120494.04418267804
alphatech_saas,2023-07,6330,Professional Fees,Operating Expense,-89380.08550245277
alphatech_saas,2023-07,6340,Travel & Entertainment,Operating Expense,-67111.42148593826
alphatech_saas,2023-07,6350,Recruiting & HR,Operating Expense,-131898.16867777656
alphatech_saas,2023-08,4100,Subscription Revenue - SMB,Revenue,934374.6707032803
alphatech_saas,2023-08,4110,Subscription Revenue - Mid-Market,Revenue,1256416.462067992
alphatech_saas,2023-08,4120,Subscription Revenue - Enterprise,Revenue,1067094.336872363
alphatech_saas,2023-08,4130,Implementation Services,Revenue,368536.7396116332
alphatech_saas,2023-08,4140,Training & Certification,Revenue,211018.31915505326
alphatech_saas,2023-08,4150,Professional Services - Time & Materials,Revenue,217889.4476226255
alphatech_saas,2023-08,4160,Marketplace Revenue,Revenue,177376.84628038225
alphatech_saas,2023-08,4170,Usage-based Overage Revenue,Revenue,180081.0319580005
alphatech_saas,2023-08,4180,Usage-based Overage Revenue - Other,Revenue,91256.20717962607
alphatech_saas,2023-08,4190,Usage-based Overage Revenue - Other - Other,Revenue,42108.59071809817
alphatech_saas,2023-08,4200,Usage-based Overage Revenue - Other - Other - Other,Revenue,20852.79037810441
alphatech_saas,2023-08,4210,Usage-based Overage Revenue - Other - Other - Other - Other,Revenue,11517.975903659966
alphatech_saas,2023-08,5100,Cloud Infrastructure,COGS,-456454.1774575617
alphatech_saas,2023-08,5110,Customer Support Payroll,COGS,-438491.25261368265
alphatech_saas,2023-08,5120,Third-Party Support Tools,COGS,-100107.15798118437
alphatech_saas,2023-08,5130,Payment Processing Fees,COGS,-130654.84557256641
alphatech_saas,2023-08,5140,Customer Onboarding Services,COGS,-168301.43281779785
alphatech_saas,2023-08,5150,Implementation Contractors,COGS,-130369.73962793914
alphatech_saas,2023-08,5160,Implementation Contractors - Other,COGS,-69495.28675716148
alphatech_saas,2023-08,5170,Implementation Contractors - Other - Other,COGS,-33930.41482065359
alphatech_saas,2023-08,5180,Implementation Contractors - Other - Other - Other,COGS,-16737.998555677223
alphatech_saas,2023-08,5190,Implementation Contractors - Other - Other - Other - Other,COGS,-8204.086068159537
alphatech_saas,2023-08,5200,Implementation Contractors - Other - Other - Other - Other - Other,COGS,-3788.7096175474167
alphatech_saas,2023-08,5210,Implementation Contractors - Other - Other - Other - Other - Other - Other,COGS,-1955.763638699539
alphatech_saas,2023-08,5220,Implementation Contractors - Other - Other - Other - Other - Other - Other - Other,COGS,-1452.0517795596081
alphatech_saas,2023-08,6100,Sales Salaries,Operating Expense,-265571.8144092269
alphatech_saas,2023-08,6110,Sales Commissions,Operating Expense,-182374.2720336048
alphatech_saas,2023-08,6120,Marketing Programs,Operating Expense,-163438.71671986586
alphatech_saas,2023-08,6130,Digital Advertising,Operating Expense,-132889.44091498127
alphatech_saas,2023-08,6140,Partner Marketing Funds,Operating Expense,-78100.80897963689
alphatech_saas,2023-08,6200,Engineering Salaries,Operating Expense,-375925.32396411867
alphatech_saas,2023-08,6210,Product Management,Operating Expense,-105961.5672007849
alphatech_saas,2023-08,6220,QA & Testing,Operating Expense,-76206.96258775455
alphatech_saas,2023-08,6230,Developer Tools & Licenses,Operating Expense,-56755.13652560257
alphatech_saas,2023-08,6300,General & Administrative Salaries,Operating Expense,-247692.28295836286
alphatech_saas,2023-08,6310,Rent & Facilities,Operating Expense,-141603.03176834524
alphatech_saas,2023-08,6320,IT & Corporate Systems,Operating Expense,-103276.16441739154
alphatech_saas,2023-08,6330,Professional Fees,Operating Expense,-81691.3370402202
alphatech_saas,2023-08,6340,Travel & Entertainment,Operating Expense,-48154.05534687586
alphatech_saas,2023-08,6350,Recruiting & HR,Operating Expense,-107923.22980637503
alphatech_saas,2023-09,4100,Subscription Revenue - SMB,Revenue,967104.9086198445
alphatech_saas,2023-09,4110,Subscription Revenue - Mid-Market,Revenue,1323706.8134337303
alphatech_saas,2023-09,4120,Subscription Revenue - Enterprise,Revenue,1086592.046377345
